,B3LYP,B3PW91,B97-1,B97-2,B97-D3(0),BLYP,BMK,BP86,HCTH/407,HSE-HJS,M05,M05-2X,M06,M06-2X,M06-L,M08-HX,M11,M11-L,MN12-L,MN12-SX,MN15,MN15-L,N12,N12-SX,OLYP,PBE,PBE0,PW6B95,PW91,revPBE,revTPSS,RPBE,SOGGA11-X,τ-HCTH,τ-HCTHh,TPSS,TPSSh,B97M-V,B97M-rV,ωB97X-V,ωB97M-V,B3LYP-D3(BJ),PBE-D3(BJ),PBE0-D3(BJ),PW6B95-D3(BJ),SCAN-D3(BJ),SVWN5,HF,revPBE-D3(BJ),M06-L-D3(0),B2PLYP-D3(BJ),DSD-PBEP86-D3(BJ),PWPB95-D3(BJ),revTPSS-D3(BJ),M11-D3(BJ),M11-L-D3(0),M06-D3(0),M06-2X-D3(0),N12-D3(0),N12-SX-D3(BJ)
GMTKN55_W4-11_11,0.11,0.83,5.46,3.98,0.58,5.56,0.82,8.36,3.02,3.66,0.87,1.92,0.56,2.65,2.11,1.57,0.49,4.89,1.17,4.47,3.82,4.07,4.38,4.89,0.98,0.4,2.59,0.35,0.94,8.61,3.1,9.53,2.69,2.42,4.79,4.88,4.61,0.013402421,0.035577119,1.36,0.567342,1.31,0.35,2.01,0.87,0.09,41.86156966,92.1435796,6.45,2.11,0.870001386,2.100003347,0.87,3.9084575,0.5303551,4.8296964,0.5585128,2.6499122,4.2492522,4.4674292
GMTKN55_W4-11_34,3.33,3.41,1.55,2.57,0.39,16.03,3.48,5.53,1.19,4.23,0.01,5.48,3.66,2.27,3.39,2.56,0.42,8.16,6.52,3.32,6.66,0.22,8.32,3.51,4.71,6.98,3.41,0.21,9.36,8.62,2.53,10.62,6.88,3.05,1.26,0.91,4.25,0.133235119,0.230545291,1.97,0.072633,2.22,7.62,2.88,1.09,0.98,60.24629485,89.92551509,6.84,3.39,0.460000733,1.140001817,1.09,1.8122866,0.3708221,7.7779349,3.669375,2.270571,9.1483182,3.9398688
MN_SR-MGN-BE107_43,2.385888663,1.36839788,3.377206697,1.445038268,0.072654545,0.498677936,4.397678752,11.36381997,0.438394401,2.215430863,2.949595058,1.318872359,1.49288939,1.203425763,0.317208011,3.227994446,3.247663088,4.326575707,2.560257099,3.333463648,0.719108745,3.167026978,3.043610966,5.29454097,0.713564628,9.328273647,1.095658623,1.036470719,9.784916966,3.538462053,2.76182303,5.075127428,3.446474254,1.832293948,3.095869916,0.382076723,3.206394331,8.294361753,8.244990663,4.851470686,6.794043,0.572939861,10.38183616,0.20406246,0.537481837,3.808965637,47.91056933,111.6634646,0.761684528,13.22730835,1.326334398,1.377101702,0.160247597,1.8425142,3.1816355,4.2146789,1.4737151,1.2011875,2.7864501,4.7322951
MN_ABDE13_6,8.608298984,6.62320363,3.197587257,3.514520216,8.610559334,10.91833306,0.950510222,6.197927728,8.746040284,4.976117881,7.641858003,1.250030182,3.025914788,0.585987169,4.337035168,0.282718281,1.764467457,3.495603204,2.935933198,1.662600971,2.106413175,6.092366282,3.326631346,2.193800016,9.445504172,3.903634029,4.213637908,2.897033476,3.887541874,9.671422284,8.03734919,10.24634139,0.809982279,8.503142406,4.486750344,9.536471517,9.157279249,4.571106253,4.531506796,0.304546056,0.017856,7.251574325,3.013481137,3.349620765,2.300749324,11.691372,13.54856031,33.7419462,7.98000315,4.01713108,2.034052853,1.959055894,0.392759559,6.1030404,1.531677,2.5795962,2.6094231,0.7035896,0.9965828,0.7963974
MN_MR-MGN-BE17_7,0.079799325,1.385438476,3.450206389,2.340420515,3.882597991,8.56827672,0.573098689,14.04744058,5.139052987,0.423241276,1.382309195,2.349181337,0.222013679,1.794626534,1.907714217,0.433860717,0.51145848,0.858832923,1.70896528,1.276402512,0.935301672,0.553263023,7.171040081,3.639726908,6.639634084,15.08377797,0.98479908,1.301804077,15.1853152,7.859580606,5.382859059,6.799253548,1.998686186,5.137007308,4.060019886,5.533185115,0.682735073,9.9217515,9.873355559,1.298900081,11.040116,0.589888841,15.36839095,1.242931182,1.4585872,3.913674236,25.11949426,59.76740694,8.549878156,2.635128925,0.028783838,2.412321215,1.004972743,5.7574027,0.4768898,0.8614071,0.2219701,1.7946294,7.176605,3.8936793
MN_HTBH38_3,3.820916402,3.82997073,4.324943296,3.038945127,5.734906076,7.805560902,0.493618956,9.541500544,5.781602786,4.287020047,1.079720519,0.266709227,2.919474623,0.446548286,5.263094609,0.171414419,0.921486595,2.5871415,2.387902372,1.058764892,0.52715908,2.328073399,7.338452615,3.950943797,5.134993039,10.64026818,4.331373638,2.894247507,10.99256742,6.457475787,4.32170498,6.052430022,1.304376271,6.90689083,5.330489703,6.109909219,4.172956481,3.506398492,3.52645939,1.629804151,1.579708,4.172735598,10.87595428,4.53890969,3.009721713,6.818674942,22.65553503,16.30471105,6.979726427,0.735245097,1.989299539,0.073386946,1.279894845,4.654141,0.9371444,2.3936407,2.9248696,0.4462227,7.7584875,4.1219588
MGCDB84_WATER27_23,4.79240469,8.0194481,3.44070757,5.13247111,4.41841661,7.94768925,3.03203473,12.14319756,5.9473796,6.57849245,5.21363909,3.56161785,6.23428944,2.19195989,4.07275698,3.90119067,0.51362851,6.37427081,5.69819885,4.0358869,0.21088593,11.35503804,10.75734898,5.1796356,8.55762566,10.89796633,6.55115249,1.41481755,11.61306643,9.17576576,6.28459499,7.91283543,2.59602205,12.09337538,8.07316109,10.68454119,8.85889561,3.57395244,3.64732555,1.00222096,0.019817,3.41753935,9.99881126,5.74757902,1.02529725,6.71875277,20.40079544,14.03854433,7.3156663,3.99353383,1.920503277,1.321038268,0.608688916,7.3152722,0.489231,4.8402372,5.8719406,2.1027218,14.363593,5.8365183
MGCDB84_NHTBH38_9,9.385305434,7.04186286,4.167118159,2.536713061,8.460587305,13.61518602,2.488654493,13.14557836,8.253865645,6.547362031,5.188199232,0.730078555,4.671170938,0.24019797,5.586499969,0.037626984,1.478240704,3.815353589,4.928144926,2.614332409,3.48742271,4.657609893,12.38797648,3.827232909,10.51357254,11.75448908,6.353684989,5.949875284,12.18155202,10.06583886,12.05138911,10.12790407,2.861067074,7.071037534,5.037028743,12.79655664,10.79519378,7.560086874,7.591442206,1.716627547,2.767754,9.632367846,11.9134412,6.483363127,6.012065012,13.40051172,17.83137761,11.79552531,10.48383643,5.593744554,0.924110613,7.734337263,0.124165812,12.2260625,1.4881679,3.889293,4.7192005,0.2455067,12.5885472,3.9262601
MGCDB84_IP13_2,3.5493421,3.9804896,4.9469446,5.5459919,8.887604,10.596358,0.0453101,6.2228364,4.9002325,4.9636331,4.7393385,1.154484,3.7069103,0.1223023,6.8013285,1.3325213,0.992921,4.4856575,2.0325201,1.5726773,0.139692,1.7794509,8.9366617,4.4483172,10.9975254,8.8433271,4.7862307,3.7209154,7.3472842,9.5659378,8.4750225,9.3077145,0.6593238,5.0029967,3.0946616,7.7598182,6.2379973,3.1418369,3.088949,2.0397037,2.492499,3.5548109,8.846155,4.7879967,3.722113,5.3038108,5.7857698,15.576073,9.57318,6.8013244,4.09052656,2.252936719,3.752309113,8.4776329,0.9929649,4.4822627,3.7068601,0.1223023,8.9293324,4.4494655
MGCDB84_TA13_6,7.680269747,6.0469087,7.663671617,5.858403528,13.41387353,15.03814412,2.875109912,14.6997482,12.55633916,5.790996583,5.071708171,1.309877135,5.100838104,1.159924955,9.214492447,0.813552261,1.377573801,1.560006438,3.871666785,2.847373803,3.339491226,3.797633402,12.62181896,6.543452197,11.01027184,15.69056475,5.618504827,5.997500924,16.07057885,12.23840406,12.7952137,12.23064202,2.566215599,12.21721457,9.085216957,12.58418382,8.708348367,8.656262247,8.690074537,4.252409931,3.873884,8.144995667,15.97598478,5.846730008,6.105351512,11.11540662,24.91818205,9.766779432,13.03751135,9.215653447,2.796484132,0.605255846,2.494913384,13.1095957,1.394573,2.0120514,5.1144676,1.1607533,13.6038517,6.715854
MGCDB84_HAT707nonMR_219,4.01320138,1.12508765,2.30497199,1.8393361,2.80543782,11.6133359,1.80820437,11.4152491,0.38504527,0.08740032,4.90617077,2.18399948,5.6437246,2.03672947,2.19489255,0.71400721,2.32317761,3.38421971,3.292804,5.22798406,0.52263369,1.65217169,11.10476333,7.36025733,5.6840132,10.22788623,0.13161935,1.00464041,9.47273452,8.34417149,5.8289625,8.18890851,0.3989816,0.73403857,0.70512416,4.9651087,1.19384023,2.6157033,2.62745888,2.1418925,0.70646,3.47257814,9.89833928,0.41175918,0.8585978,4.32857783,13.32650574,48.06787559,7.51163529,2.20166746,2.271192601,0.00243002,1.157164535,5.4575336,2.2962449,3.7641388,5.7037145,2.0416303,11.9706191,7.5938036
MGCDB84_HAT707nonMR_409,3.34823147,3.33502064,1.91766041,1.85222736,7.67400335,10.03725119,2.34740978,10.91569916,9.85634917,2.03249797,4.69305127,2.55050429,2.52597953,1.38000561,3.98784913,2.93283882,4.46794844,6.24702835,3.89930258,2.07732461,0.16767346,0.01914553,7.62122145,2.00794911,9.89316886,11.23834133,2.0231622,1.23923586,10.96983918,9.15932919,8.96351993,8.68878636,1.83586071,8.15630313,3.44988148,7.62091592,4.22087586,3.08637582,3.11580966,1.38935364,0.482539,1.9585282,10.63788941,1.42090628,0.64905315,0.70753026,20.24082818,24.33588012,7.91634878,3.98785762,0.018239139,0.859386151,0.526055528,9.6947373,4.7243235,6.2363858,2.5258791,1.3800056,7.6441757,2.8442304
MGCDB84_HAT707nonMR_423,4.85953702,6.76598612,4.04093074,2.76143968,9.18945501,6.04335189,4.29471811,7.59452187,10.94276554,6.19272149,6.1553277,2.10609418,4.48730987,4.02769518,1.94462946,4.65990096,3.864521,6.51269681,0.89834076,5.68773718,4.27867677,11.29645825,9.94672146,6.97501537,8.6297787,6.73430656,6.20137805,2.83597256,7.14360904,8.58389351,14.4966996,8.73365241,0.93660246,12.30253507,6.88574581,12.84769462,12.01001399,3.33013479,3.34096102,4.96100669,3.413613,4.2954582,6.41970854,5.9310472,2.68043687,11.60762915,2.81348852,24.37881798,7.77763684,1.94160267,0.656492742,0.00455583,0.198111289,14.8546307,3.8968942,6.6015521,4.5059218,4.0299228,10.1539438,7.2193548
MGCDB84_TAE140nonMR_41,0.4998947,3.7532539,0.6971116,1.67531,2.5212884,0.4245723,0.1257658,24.3934323,2.761879,5.3784914,0.3459782,0.297351,1.1457555,0.6643208,3.9031119,2.2805563,1.5318758,10.159202,0.6101726,7.6685098,1.5949239,1.81114,0.4093331,1.0887766,2.7314419,19.6390811,5.2473956,3.1946818,20.8507896,3.04028,3.3034237,5.7092325,1.0812406,1.4921668,0.1727333,6.5515188,2.8547118,2.4498452,2.5431253,2.5791696,0.688421,4.1960414,21.8083268,7.0615859,4.169866,2.4768966,100.5127856,181.2914027,2.719104,3.9337911,2.789587579,3.043732387,1.653967164,0.8731441,1.7220989,10.5389328,1.0336134,0.6893396,1.3226097,2.6302211
MGCDB84_TAE140nonMR_77,3.5993988,0.7424015,0.7113398,1.163217,1.8965429,4.0067804,1.7841711,23.6110535,5.1688341,1.9359765,1.8573574,2.2128879,1.8164621,0.4042132,1.7914428,2.2220462,0.9112233,14.3869655,6.6663936,7.6877362,1.8034885,1.1791531,0.9314984,0.8906712,5.0662744,23.3783462,1.8783332,1.2185326,23.6586074,2.9983924,2.8153364,0.3715912,4.5695653,2.5174541,0.1432633,4.4259444,2.1492509,1.4772738,1.3901072,1.7090922,0.072114,1.4221179,24.6412751,2.9143768,1.7593571,0.2888549,92.286277,173.1177725,6.4604245,1.7951134,0.181334305,1.086830626,1.008341675,1.4066352,0.812033,14.7978396,1.7884187,0.4015337,1.8379226,1.7466751
MGCDB84_TAE140nonMR_78,5.2089123,0.2921809,3.2304276,3.4394808,3.1865543,5.1539359,2.8263435,21.7102238,11.3619787,1.7295668,4.5333673,0.5649658,6.8963963,1.2887762,1.1257287,3.0102875,1.8215051,6.3264754,0.1140049,2.4174287,7.0768881,5.9310555,11.0980683,5.5280317,4.9387457,26.6644902,1.6287235,0.6675263,27.4767694,3.0755569,0.9774023,0.2776578,5.8783317,9.9336895,6.3568128,0.4701518,8.3646554,0.2183995,0.1018049,0.8783893,1.312643,3.7425569,27.5176951,2.3224657,1.0221388,3.3662021,102.8382408,154.6787171,5.4539048,1.1260836,0.027085411,1.175251942,0.666404083,1.926585,1.7586977,6.5388621,6.892192,1.2885189,10.6383991,4.9650306
MGCDB84_TAE140nonMR_82,3.3506171,4.3799258,6.3774116,5.9842819,5.1388443,14.6845041,6.0873016,29.1933967,6.0783636,4.9443811,6.6548438,0.8186141,6.8401906,0.86671,6.9191941,0.9104013,6.2220933,2.4976463,3.3205577,1.5749256,3.8753118,5.2925319,2.8311587,1.190232,9.2162048,29.6122953,4.7462531,3.8426008,29.7673401,10.0104332,1.5301514,7.3971459,0.4850274,3.8637598,5.6519405,4.3929825,3.3225933,2.9321308,3.0047176,2.1752153,3.030983,5.0096709,30.5755719,5.537768,4.255402,3.2564538,91.181314,166.6199586,12.6472033,6.9227855,5.789944243,4.586153372,3.814385099,0.4548708,6.1467044,2.3253637,6.8085704,0.8641121,3.2275122,0.5356585
MGCDB84_TAE140nonMR_100,0.7650528,1.3174351,1.3005819,0.5149181,1.8300228,11.9230007,1.3050111,20.0410705,0.7047755,2.4591301,4.1496937,6.6379329,3.5630436,3.6579349,4.6631838,0.2622779,3.2331396,3.8849406,2.5479777,2.7379422,0.735265,0.9342325,10.8695971,6.4061225,6.3120682,17.671586,2.5605286,1.6023164,17.5683071,6.6967966,2.2069454,5.4264494,3.6189931,1.6360152,0.058883,3.0022408,3.6421051,2.9508989,2.912824,1.7199416,1.236609,1.449726,18.081039,2.2355462,1.4448576,4.6574627,54.741103,123.5310796,7.8707125,4.6631278,0.057839742,0.838192444,0.214610656,1.756921,3.2073051,3.9196858,3.5637088,3.6579726,10.9447727,6.6564986
GMTKN55_BH76_45,3.83,4.05,5.23,3.85,8.97,3.75,0.52,10.31,7.64,4.21,0.84,1.45,0.87,0.9,2.35,0.02,1.43,2.86,3.04,1.48,0.45,1.29,8.32,4.8,6.15,11.52,4.22,3.08,11.91,7.56,5.75,7.29,0.3,9.02,6.74,7.04,4.58,2.807443595,2.839498877,1.85,1.214125,4.82,12.14,4.74,1.52,7.8,23.05106232,20.35487922,9.09,2.37,2.430003872,0.27000043,1.52,6.4420232,1.4780233,2.4133579,0.9928161,0.9111697,9.3819837,5.229988
GMTKN55_BH76_53,4,4.04,5.34,3.97,9.6,3.82,0.45,10.75,8.28,4.3,1.22,1.15,1.11,0.75,3.3,0.26,1.13,2.59,2.68,1.29,0.49,0.72,8.74,4.83,6.62,12.09,4.25,3.24,12.48,8.01,6.15,7.75,0.24,9.38,6.92,7.41,4.74,3.544588315,3.584332351,1.81,1.222377,5.24,12.88,4.94,1.38,8.25,23.99624267,20.03696911,9.84,3.35,2.330003713,0.190000303,1.38,7.0367581,1.2103588,2.0563664,1.3351628,0.7933734,10.0832332,5.4344669
GMTKN55_BH76_57,6.69,6.43,7.51,5.54,10.48,1.72,2.14,13.3,8.71,6.47,3.04,3.09,1.99,2.25,3.72,0.9,2.65,0.11,0.76,0.23,1.59,0.87,7.72,6.6,8.23,14.42,6.43,4.35,14.79,10.63,6.36,10.44,2.12,9.93,8.41,8.89,6.24,5.508854253,5.536882992,3.95,2.601162,7.41,14.86,6.81,2.16,12.2,24.17322348,21.46694898,11.75,3.73,3.410005434,0.630001004,2.16,6.8574389,2.6850652,0.4445439,2.0657529,2.2555472,8.5001443,6.9102153
GMTKN55_SIE4x4_9,6,5.45,7.51,6.35,10.67,0.01,3.15,9.87,8.13,5.74,2.71,4.25,2.8,3.2,5.32,2.64,4.06,0.08,0.11,1.21,3.08,1.18,10.32,6.95,7.15,11.29,5.68,6.33,11.77,7.9,7.25,7.76,3.44,9.25,8.34,7.72,5.77,5.938043985,5.960046431,4.88,3.775259,7.53,12.25,6.49,4.04,6.78,20.56674823,16.53790996,10.27,5.34,4.06000647,1.540002454,4.04,8.3255944,4.1291138,0.7548505,2.937368,3.2123306,12.2278031,7.6011347
MN_SR-MGN-BE107_11,10.65115313,12.79213603,0.193534114,9.818124704,12.14631004,8.556078791,8.460378648,17.12366499,12.78671184,11.77110735,10.20432029,7.544261944,10.54707825,10.79355751,10.75624959,10.37853059,6.311730101,7.262978525,3.725095333,9.526181349,0.058733875,3.679790826,10.07119174,9.175662352,12.07847883,13.0701062,12.22993063,9.162686721,13.7487622,9.315045906,16.15972206,8.776358295,6.81574784,11.14044072,7.547934126,17.20161918,16.97050761,3.840642856,3.828802075,1.947634698,3.208801,11.57350978,13.62938614,12.68759805,9.390924294,6.229270736,27.96129228,54.76732035,10.82928787,17.06001048,1.860175129,2.564105884,2.485667134,16.5092703,6.3307976,7.2710912,10.5472959,10.7935873,10.0887655,9.3657997
MN_MR-MGM-BE4_1,8.300892251,11.14556606,10.25152274,9.789369578,21.31809262,22.24333055,4.674111091,28.24310499,20.18652522,6.736119368,4.870135451,2.468065927,5.889366379,6.455161477,18.18037111,1.007231815,14.42549354,4.119489081,0.025448992,2.096792784,0.566595623,1.160440797,21.23235513,13.5510019,22.68020144,28.0837236,7.046885105,6.659435321,29.94220973,19.55335164,19.00505253,19.91050453,3.027459202,21.67538715,17.28101749,22.52456571,14.2363816,10.89873407,10.82758873,7.462433853,2.243613,9.409964208,28.63425607,7.595108343,7.094826166,20.94418152,50.28981762,84.085495,20.79017188,19.27557511,6.97264783,1.759622239,2.587194977,19.6303391,14.5635434,4.117406,5.8894009,6.4551718,21.2368945,14.1345316
MN_NHTBH38_10,10.19538972,8.445499302,8.254486942,4.670471925,14.03509219,24.13060131,0.42863885,23.52061237,14.32021973,7.822276188,2.483586498,8.154372781,1.486706871,2.484101055,10.53052973,2.03120271,1.758995581,0.914519064,9.151584979,4.263942478,4.952395089,7.583945572,18.37216457,5.982928082,16.39054135,25.41865766,7.359695378,5.986787263,25.77850897,20.66906087,25.22960175,20.31793193,0.82153478,14.98935141,10.88704269,22.78837211,15.61418722,3.772090384,3.817749068,4.082805042,4.695838,10.28092548,25.47648889,7.42217645,6.02707334,16.98856302,27.62258919,17.77517689,20.72061701,7.023927863,0.718735631,8.291942043,1.230459456,25.4424554,1.7464545,0.9903236,1.5347702,2.4787963,18.5767994,6.1053082
MN_NHTBH38_12,7.078367899,5.533503491,6.992760611,4.160314879,13.92047503,16.27074724,0.230041172,16.02156342,10.98385841,5.499680756,2.546874406,1.86212933,3.923691903,1.386101002,10.32497396,1.137677445,2.235810939,4.211530281,4.636855881,3.169426085,0.953714396,6.653383036,14.91143724,5.831382014,10.44106313,16.36757188,4.534383662,4.208894743,16.89511869,14.11588133,15.30086933,14.32396332,1.433477932,12.43007841,8.995470645,15.10872607,10.38201453,4.586272769,4.649623756,0.591186269,4.722937,7.017286172,16.33876922,4.535186873,4.241173806,13.4133047,13.6811288,20.16709189,13.94294613,10.31773878,3.346707555,2.134449061,1.839590595,16.0197555,2.1183009,4.6223546,4.0911301,1.3556816,15.9440271,6.4336744
MN_pTC13_13,10.57904873,11.9746915,11.50777083,13.27551577,13.96314202,9.719361399,8.30125381,9.966662696,13.73002242,11.08350321,9.838023351,6.758836688,8.592480737,4.371604199,11.58977748,4.940880364,5.475016025,8.20223289,9.871846086,6.318262619,7.654096876,7.268987072,14.98227938,14.12836514,13.20366787,9.756447181,10.82051419,10.45561771,10.09291751,11.44990572,11.61368557,11.38213475,9.645127085,14.00637739,12.13307477,12.55068201,12.62993639,11.36569037,11.32208214,7.006027041,3.43643,11.17264087,10.14732881,11.16588887,10.66105161,12.72128351,4.961776414,12.85526763,12.35079529,16.182428,8.157510323,6.104041993,8.250741153,12.0969801,5.5144511,8.3930777,8.6532812,4.3925449,15.4424619,14.4184286
MN_HC7_6,31.03466869,1.42408775,4.001660096,7.470012906,24.80580728,58.12596414,10.76570756,15.81494617,34.18739941,16.2015984,3.119918272,11.98545328,4.505326367,4.52716368,3.397201949,12.45012369,4.842825808,4.790121327,2.555455101,3.210605873,3.945333257,5.56879461,2.381785711,23.24379932,41.74641674,0.986739077,20.19578103,4.83461799,0.825130409,29.12818339,10.94803657,32.41406525,14.09650023,26.17991393,5.324294638,20.81292358,10.90898041,9.100626356,9.440483849,24.1679152,10.712132,22.19226367,4.900650762,26.08541108,0.511018229,25.33191308,68.95198786,32.57561896,18.48409336,8.957515272,,,2.690777093,4.7266313,6.4752605,12.5722195,6.6961432,5.0644065,21.0423007,34.4361747
MGCDB84_FmH2O10_7,16.4422613,22.2642031,8.5464102,26.408906,8.4390327,29.2183187,7.9319273,18.0582784,39.0898303,3.093329,6.8194292,7.2474173,2.9922188,8.5844974,3.324087,3.0082972,1.5777165,10.2207211,13.6273183,11.9913345,3.2978115,18.2657486,9.3034709,2.4213017,71.26032263,6.3138214,3.7170124,10.8592154,0.9920384,43.9087226,15.2258769,43.6290859,5.7678097,22.0487345,9.3799818,16.6213613,15.0430027,0.119956,0.6502388,0.0559026,0.372694,2.5273533,6.2622622,7.3423347,4.7153198,19.5023371,68.2681505,40.7914674,15.6040191,4.9323531,,,1.697475061,1.1881492,3.0237922,0.0641303,7.8582185,9.961911,16.751575,11.9372623
MGCDB84_HAT707MR_120,5.825717,6.0318827,3.6091717,3.1285446,15.7735455,15.7678486,8.8850668,14.5669971,17.1503469,4.5573836,3.4030842,8.1884275,0.5919979,8.828635,11.4170942,8.6330842,6.7617582,2.8581716,0.7152238,3.695622,3.5932664,2.133992,16.1421928,4.9515756,16.1953199,14.9038959,4.3326746,0.6665681,14.759914,17.3197101,17.4690489,17.8752361,3.856864,16.4580472,7.1258564,17.298763,12.8271672,9.5425238,9.5517205,0.0959065,3.65195,5.9258725,14.9784725,4.3953659,0.6925748,15.506765,7.1453423,26.1999795,17.5000976,11.4187131,1.550574688,1.347578283,0.067783072,17.5518613,6.7588215,3.027712,0.6094301,8.8274678,16.5203611,4.9950431
MGCDB84_HAT707nonMR_308,7.99557989,12.50023923,9.95491681,11.18679113,13.88348914,12.2570333,3.67891236,16.84349246,20.36928372,13.45654626,6.99256005,0.24459851,1.19887396,2.84023669,8.55014995,6.8304862,4.48062289,5.13795591,2.81552325,1.21881546,0.34840408,5.4353267,6.44373321,5.52044717,19.6216615,19.46016534,13.5308442,7.29264494,17.82637125,18.67222174,11.69075386,18.49136403,9.87317196,14.76413826,10.43628776,11.7240854,10.17335895,4.45182096,4.41554582,8.88044459,2.526116,7.47887505,19.21628125,13.30361624,7.12135451,12.21913205,23.07856358,4.97891879,18.10399072,8.55014899,3.088252338,1.469787588,2.000730074,11.980023,4.5304848,5.1388972,1.1988865,2.8402367,6.4457663,5.7796398
MGCDB84_HAT707nonMR_560,9.87834526,9.6848672,8.86223161,8.86990863,10.74572122,11.99466899,3.52989377,10.81411955,10.19580533,9.7130292,2.56795547,7.76383729,1.03620522,6.2005796,5.99752098,9.45140806,7.12522708,2.98043384,1.0864782,6.59605629,3.56909617,2.35328108,9.76771753,8.16653982,11.29032766,10.88298772,9.6673189,8.42302623,10.61009858,12.43926248,12.83833072,12.77225573,8.34406621,10.8022472,9.3203608,12.70693877,12.14885316,5.50712105,5.49694836,6.8860182,3.934418,9.57818601,10.7143379,9.5232397,8.34103171,9.4734575,4.8480721,21.73831145,12.00173468,5.99731936,2.698389261,2.371701805,2.45984909,13.0301351,7.1426593,3.0877818,1.038596,6.2007302,10.0002661,8.2955808
MGCDB84_TAE140nonMR_42,20.2213224,22.3402982,15.198839,15.0240372,16.5558096,18.012529,9.5398937,8.1844621,14.4024917,21.3614883,11.9130901,8.1586451,9.4775231,1.718159,18.3678807,2.3576064,4.3792594,23.7309427,3.602642,7.6373367,4.3477487,5.3656119,6.5618328,0.2082683,26.6713968,6.1779428,21.5217536,12.4404711,1.6291102,31.9077438,18.4314325,35.2599167,23.4507028,5.4379022,8.5407067,17.7689781,23.2819373,8.1465776,7.9246189,9.2736504,9.422295,17.5317163,4.6960633,20.2563452,11.7004789,10.0106777,77.7904753,145.6729956,28.057522,18.3653863,8.002057884,8.594209586,9.655147019,20.115811,4.2162451,24.5585894,9.5067399,1.7199474,4.7605243,0.9479108
MGCDB84_BSR36_15,16.71751821,15.81901415,13.82885842,17.31430497,7.029054615,18.98956777,8.366824277,14.41673831,21.51216719,11.76038982,14.81137495,1.6983548,1.9986191,2.17036983,6.077198738,1.13145105,0.87657483,4.03345859,0.09501626,4.95072299,0.89246839,4.74897034,15.70438297,12.81653286,26.21939356,12.11146726,11.68383774,9.480991365,11.80040202,19.48523759,11.64407949,19.64572847,12.54717748,21.30747974,14.07116431,15.6457242,15.18216775,0.95497611,0.70014997,3.55227885,1.437257,5.369568105,5.089511598,5.166212463,5.439102081,1.92512369,3.18830847,21.91878619,4.39579684,5.403723388,39.62474647,,3.462940557,3.568434,0.1604403,0.7832691,0.1374588,1.6080841,3.6569004,6.5054113
GMTKN55_BH76_65,8.84,8.15,10.07,7.51,15.34,2.32,3.38,19.11,13.92,7.78,4.53,2.85,5.18,3.06,8.04,0.31,0.94,2.64,2.39,2.33,2.49,2.43,12.47,7.59,14.03,20.51,7.71,6.02,20.91,16.06,11.38,15.81,2.42,14.84,11.58,13.43,8.95,7.905834773,7.941341987,3.26,2.86097,9.55,20.91,8.05,2.38,14.03,32.93358007,22.50874965,17.13,8.04,3.620005769,0.650001036,2.38,11.8322771,0.9794829,2.7366803,5.181619,3.0601004,12.6790295,7.8891273
GMTKN55_DC13_4,26.21,18.51,15.47,20.4,13.76,18.01,3.54,21.71,31.12,11.16,13.38,2.72,4.58,2.07,8.21,1.45,1.35,9.12,4.13,6.54,0.35,3.57,17.78,9.11,35.22,16.31,10.04,11.27,16.26,27.08,14.54,27.48,9.53,29.88,17.22,20.84,18.08,4.237671918,3.926381902,2.97,0.699081,11,6.7,1.18,2.89,1.3,6.858949474,25.56963131,6.44,7.26,6.790010821,0.150000239,2.89,3.5452391,0.1714458,1.902699,2.056071,1.2607205,0.0261389,0.6257959
GMTKN55_G2RC_21,7.44,10.25,7.4,10.05,17.73,3.79,0.48,18.23,20.64,9.52,15.42,2.18,11.32,0.53,18.31,1.09,0.13,12.79,4.53,2.48,5.07,14.76,15.12,6.65,19.22,19.43,9.37,6.92,18.74,18.86,25.24,18.59,3.28,19.88,11,20.44,16.07,11.18770122,11.19405727,3.37,0.049014,7.82,19.64,9.55,5.98,13.18,22.74454945,19.05887805,19.42,18.31,6.190009864,5.120008159,5.98,25.4796269,0.1492959,12.877983,11.3216692,0.5301004,15.3103611,6.8074295
GMTKN55_SIE4x4_3,9.82,9.85,10.25,10.88,14.7,5.97,6.72,12.45,13.83,8.93,10.63,7.49,10.11,6.97,11.07,8.2,8.16,11.42,4.02,6.81,6.63,7.52,10.34,9.53,13.74,12.33,9,8.46,12.07,12.97,10.68,12.9,6.36,14.58,11.52,11.29,10.04,6.621542184,6.61970107,7.67,6.085679,10.02,12.47,9.1,5.81,9.25,11.02276948,0.030507739,13.37,11.07,5.690009068,3.440005482,5.81,10.822821,8.165679,11.4296636,10.1102384,6.9700125,10.3609525,9.5977584
MGCDB84_AlkAtom19_17,15.278771,6.301945,20.294788,17.13123,10.09007,35.727975,4.833332,36.687966,23.741282,0.766289,4.332194,3.965912,4.57613,8.238042,9.525666,7.568102,5.366638,31.71911,11.957066,26.411409,15.162387,17.837448,19.856851,11.24658,20.960539,15.002139,0.992338,5.972127,19.981709,43.442534,1.141684,49.217503,7.737531,21.501303,19.853425,2.898876,1.860811,1.008369,0.687915,1.576133,0.887894,1.201247,25.083224,9.536078,1.386038,3.981405,237.082412,447.872136,17.825406,9.171207,0.832583143,6.141547405,3.710252919,12.4228086,6.3228801,36.5315832,5.73411,8.5364414,31.2058847,18.475879
